seed,n_train_catalysts,n_train_samples,n_test_samples,cv_mae_mean,train_r2,train_mae,train_rmse,test_r2,test_mae,test_rmse,hp_n_estimators,hp_learning_rate,hp_max_depth,hp_subsample,hp_colsample_bytree,hp_reg_alpha,hp_reg_lambda,hp_gamma,hp_min_child_weight,ranking_top_3_accuracy,ranking_spearman_corr
55,10,2160,2160,9.775866354659753,-3.230114637498005e-05,9.472237661856193,0.1129850354512486,-0.147650952462673,11.665424364584464,0.1353929648820367,350,0.3,6,0.7,0.8,0.0,2.0,10.0,3,0.0,0.0
71,10,2160,2160,12.175501704416067,0.9960010160314088,0.3016861221484011,0.0084633957527395,-0.1150750553013097,13.156320728123603,0.157389263633193,100,0.3,10,0.7,0.6,0.0,1.0,0.0,3,0.3333333333333333,0.1393939393939393
63,10,2160,2160,8.606028381718529,0.8849319903186268,2.16718706910257,0.0399801621370381,-0.0009320675448407,8.438951713818092,0.1097335593366525,350,0.02,6,0.7,0.6,0.5,1.0,0.0,2,0.3333333333333333,0.6484848484848483
16,10,2160,2160,9.74346242992966,0.9035679284966184,1.8095765705251443,0.0409191414415806,-0.1996230930983125,11.04441065042107,0.1382021253772676,350,0.3,6,0.9,0.6,0.5,0.5,0.0,3,0.0,-0.3212121212121211
56,10,2160,2160,14.368982223934598,0.2917618801385739,10.932461788036203,0.1330523369017695,0.1448245663471371,11.37672534165559,0.1288890743884871,700,0.3,10,0.7,0.6,0.0,1.0,10.0,1,1.0,0.3751832396884334
12,10,2159,2160,13.601382611791752,0.1426437452590847,11.487285191375603,0.1407122815155259,0.0093545058248283,9.971019308302138,0.1219404073957401,350,0.3,6,0.7,0.6,0.5,0.5,10.0,3,0.3333333333333333,0.8528028654224417
66,10,2160,2160,12.65787886231034,-3.063084430543484e-07,10.489752186669245,0.1204733750703616,-0.0195112805762822,10.109204776198776,0.1229259895455297,350,0.02,10,0.7,0.8,0.5,1.0,10.0,1,0.0,0.0
42,10,2160,2160,11.354900298273122,0.8506072552611943,2.9009021135888724,0.0581086578889095,-0.4118030946751017,12.368169531800133,0.159417862998183,100,0.1,6,0.9,0.8,0.5,0.5,0.0,3,0.3333333333333333,-0.309090909090909
59,10,2159,2160,14.704398235159765,-3.541939064266586e-07,14.321198694989768,0.1644540462442386,-0.0029681271158554,12.750392704716436,0.1511180168646247,350,0.02,6,0.7,0.6,0.5,2.0,10.0,1,0.0,0.0
49,10,2160,2160,10.93816909313202,0.2473179769016488,9.019880301157636,0.1143929836162351,0.0016869388264257,11.731779008088289,0.1497805690832682,350,0.3,10,0.7,0.8,0.5,0.5,10.0,1,0.3333333333333333,0.4178554470186724
68,10,2160,2160,11.047636598304468,0.0308421934729175,10.81156205424556,0.1290125397171765,-0.1306708615892926,10.245606197074608,0.1212756708277157,100,0.02,10,0.7,0.8,0.5,0.5,10.0,2,0.3333333333333333,0.1740776559556978
61,10,2160,2160,14.366931937182391,-1.5135347126715717e-06,14.242164635128448,0.1617694411107939,-0.0309082046596536,12.505883057205766,0.1441544292919107,700,0.1,6,0.7,0.8,0.0,0.5,10.0,2,0.0,0.0
53,10,2160,2160,12.431751091480256,0.5076859258625234,7.711321439627143,0.1153937534425022,0.134426613949561,10.22897838248147,0.1300180932114207,350,0.02,6,0.7,0.6,0.5,0.5,0.0,1,0.6666666666666666,0.8303030303030302
69,10,2160,2160,8.291427327615244,-1.7018418163594617e-07,8.042462118996514,0.0961955275578294,-0.3165285886144682,11.556485694602683,0.1513127102135717,350,0.05,6,0.9,0.6,0.5,1.0,10.0,3,0.0,0.0
70,10,2160,2160,6.012771780071436,0.9562949029815824,1.029799709862305,0.0190267474026948,0.0850939896559651,10.297965980105928,0.1329751320511736,700,0.05,10,0.7,0.8,0.5,0.5,0.0,2,0.3333333333333333,0.2848484848484848
