seed,n_train_catalysts,n_train_samples,n_test_samples,cv_mae_mean,train_r2,train_mae,train_rmse,test_r2,test_mae,test_rmse,hp_n_estimators,hp_learning_rate,hp_max_depth,hp_subsample,hp_colsample_bytree,hp_reg_alpha,hp_reg_lambda,hp_gamma,hp_min_child_weight,ranking_top_3_accuracy,ranking_spearman_corr
86,10,2160,2160,11.1071223379506,0.7968452220413762,4.349227441416846,0.0640877490405052,-0.6945102885390895,17.055650177884985,0.1960419023592536,100,0.02,10,0.7,0.6,0.5,0.5,0.0,3,0.3333333333333333,0.4787878787878787
98,10,2160,2160,12.46893326476768,0.1286518572201859,10.818659453568635,0.1307468356015642,-0.5384710857751305,13.882033242119682,0.1596255055978975,700,0.1,6,0.7,0.6,0.5,1.0,10.0,2,1.0,0.6055300708194983
45,10,2160,2160,12.049400004018098,0.8811819326828139,2.570358514305101,0.0530588650423457,-0.891961988340624,14.878765830672174,0.1762871778133394,100,0.3,10,0.7,0.8,0.5,2.0,0.0,2,0.0,0.4545454545454545
60,10,2160,2160,11.634579550822576,0.7346562125876821,3.965823448653574,0.0748247269958996,-0.2214677777158622,10.080505845811633,0.1222620740444948,100,0.05,6,0.9,0.6,0.0,2.0,0.0,2,0.3333333333333333,0.6242424242424242
56,10,2160,2160,9.636563223092644,0.9344013162037482,1.0502403717242068,0.035345540750119,-0.2697884361078579,10.330053158137536,0.1297888253538134,100,0.1,10,0.7,0.6,0.0,0.5,0.0,2,0.3333333333333333,0.3333333333333332
87,10,2160,2160,11.710007916490236,0.9567387072792992,1.6458336349368028,0.0289280173858403,-0.6449031080973247,15.83804686791367,0.1925742259974525,100,0.1,10,0.7,0.8,0.5,2.0,0.0,3,0.3333333333333333,0.2606060606060606
89,10,2160,2160,13.567105788831356,0.1260079618958479,12.09613286477548,0.1444538423682986,-1.3672508466714604,13.307537813539858,0.1493918147600685,100,0.3,6,0.9,0.6,0.0,2.0,10.0,3,0.0,0.0
93,10,2160,2160,11.49209433829343,0.8050155914654581,3.366176237563292,0.0619669153527098,-0.1085164376303102,12.542945425863618,0.1429591363388986,350,0.02,10,0.7,0.6,0.5,1.0,0.0,2,0.3333333333333333,0.1636363636363636
67,10,2160,2160,10.584946511895568,0.7319321475189544,3.939533915504192,0.0704193686398415,-0.3003847724942243,9.64788108000049,0.1267936672870207,350,0.02,6,0.7,0.6,0.5,1.0,0.0,3,0.6666666666666666,0.2484848484848484
95,10,2160,2160,13.260787953977232,-9.63637471373957e-07,12.559483230732106,0.1547117500699515,-0.3243192862750714,18.64552023181209,0.2072089280073182,700,0.1,10,0.9,0.6,0.5,2.0,10.0,1,0.0,0.0
72,10,2160,2160,13.358572900560167,0.0665653108576486,11.396044536873148,0.1355224856686403,-0.2592461934362442,12.914634664323597,0.1469998601735878,100,0.02,10,0.7,0.8,0.5,2.0,10.0,1,0.3333333333333333,-0.0580258853185659
91,10,2160,2160,7.019804199426263,0.8776716806797642,1.7768378824009383,0.0333251049840819,-0.9555985100936032,15.008410969691145,0.1677095284220398,700,0.02,6,0.7,0.6,0.5,0.5,0.0,2,0.3333333333333333,-0.1151515151515151
96,10,2159,2160,11.293526466646131,0.138519016673454,10.459369799714224,0.1265335620843434,-0.4797432116429589,13.936084652653449,0.160981085877388,100,0.3,10,0.9,0.8,0.0,2.0,10.0,3,0.6666666666666666,0.4968495546826165
99,10,2160,2160,9.976787037319609,-1.330795884557645e-05,9.793186245317813,0.1169611118189209,-1.2385987414449318,21.479322516123453,0.2335929033377975,350,0.3,10,0.7,0.8,0.5,0.5,10.0,2,0.0,0.0
97,10,2160,2160,15.479516766159623,0.0573169892880444,12.887456442515054,0.1497936154346959,-0.0988813380146358,12.103804468931974,0.1499431438961619,100,0.02,10,0.7,0.6,0.5,2.0,10.0,3,0.3333333333333333,0.0348155311911395
0,5,1079,2160,8.92529484704812,-0.0003356140639365,8.285818513617459,0.1047582285038543,-1.6592492656595992,21.10557588753877,0.231237232650899,100,0.3,6,0.7,0.8,0.0,1.0,10.0,3,0.0,0.0
4,5,1080,2160,10.796696321699354,-6.478945651422485e-05,9.238592647976343,0.1078112462278626,-1.366036602135845,20.006910787511757,0.2162667609870888,350,0.3,6,0.7,0.8,0.5,0.5,10.0,1,0.0,0.0
2,5,1080,2160,14.751476023638691,-2.0480423997382147e-05,13.660973307291666,0.1614811846312183,-0.4172075730793991,13.489261672408492,0.1598777664953534,350,0.3,10,0.7,0.6,0.5,2.0,10.0,1,0.0,0.0
1,5,1080,2160,6.994276693154265,0.9999120188832208,0.0718889317593183,0.0009581897729803,-0.3582152266473881,14.30721906309878,0.1754102840113101,700,0.3,6,0.7,0.8,0.0,2.0,0.0,1,0.0,-0.3818181818181818
